"","county","administered_date","Daily doses administered","Cumulative doses administered","pfizer_doses","cumulative_pfizer_doses","moderna_doses","cumulative_moderna_doses","jj_doses","cumulative_jj_doses","partially_vaccinated","total_partially_vaccinated","fully_vaccinated","cumulative_fully_vaccinated","at_least_one_dose","cumulative_at_least_one_dose","california_flag","booster_recip_count","cumulative_booster_recip_count","Total.Population","Total.Population.Over.16","% partially vaccinated","% with at least 1 shot","% fully vaccinated","% boostered"
"23627","Shasta","2020-08-16",0,38,0,10,0,28,0,0,0,38,0,0,0,38,"",0,0,176438,143285,0.02,0.02,0,0
"23628","Shasta","2020-10-03",0,300,0,110,0,190,0,0,0,28,0,136,0,164,"",0,0,176438,143285,0.02,0.09,0.08,0
"23629","Shasta","2020-10-04",0,300,0,110,0,190,0,0,0,28,0,136,0,164,"",0,0,176438,143285,0.02,0.09,0.08,0
"23630","Shasta","2020-10-06",0,303,0,111,0,192,0,0,0,27,0,138,0,165,"",0,0,176438,143285,0.02,0.09,0.08,0
"23631","Shasta","2020-10-11",0,323,0,118,0,205,0,0,0,23,0,150,0,173,"",0,0,176438,143285,0.01,0.1,0.09,0
"23632","Shasta","2020-10-13",0,325,0,119,0,206,0,0,0,21,0,152,0,173,"",0,0,176438,143285,0.01,0.1,0.09,0
"23633","Shasta","2020-10-17",0,332,0,120,0,212,0,0,0,16,0,158,0,174,"",0,0,176438,143285,0.01,0.1,0.09,0
"23634","Shasta","2020-10-18",0,332,0,120,0,212,0,0,0,16,0,158,0,174,"",0,0,176438,143285,0.01,0.1,0.09,0
"23635","Shasta","2020-10-21",0,339,0,126,0,213,0,0,0,21,0,159,0,180,"",0,0,176438,143285,0.01,0.1,0.09,0
"23636","Shasta","2020-10-22",0,339,0,126,0,213,0,0,0,21,0,159,0,180,"",0,0,176438,143285,0.01,0.1,0.09,0
"23637","Shasta","2020-10-24",0,340,0,126,0,214,0,0,0,20,0,160,0,180,"",0,0,176438,143285,0.01,0.1,0.09,0
"23638","Shasta","2020-10-25",0,340,0,126,0,214,0,0,0,20,0,160,0,180,"",0,0,176438,143285,0.01,0.1,0.09,0
"23639","Shasta","2020-10-28",0,342,0,128,0,214,0,0,0,20,0,161,0,181,"",0,0,176438,143285,0.01,0.1,0.09,0
"23640","Shasta","2020-10-02",0,300,0,110,0,190,0,0,0,28,0,136,0,164,"",0,0,176438,143285,0.02,0.09,0.08,0
"23641","Shasta","2020-10-31",0,345,0,131,0,214,0,0,0,17,0,164,0,181,"",0,0,176438,143285,0.01,0.1,0.09,0
"23642","Shasta","2020-11-01",0,345,0,131,0,214,0,0,0,17,0,164,0,181,"",0,0,176438,143285,0.01,0.1,0.09,0
"23643","Shasta","2020-07-27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,176438,143285,0,0,0,0
"23644","Shasta","2020-07-28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,176438,143285,0,0,0,0
"23645","Shasta","2020-07-29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,176438,143285,0,0,0,0
"23646","Shasta","2020-07-30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,176438,143285,0,0,0,0
"23647","Shasta","2020-07-31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,176438,143285,0,0,0,0
"23648","Shasta","2020-08-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,176438,143285,0,0,0,0
"23649","Shasta","2020-08-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,176438,143285,0,0,0,0
"23650","Shasta","2021-10-16",138,152666,108,73320,30,71372,0,7908,33,10895,50,72581,33,83476,"California",54,3923,176438,143285,6.17,47.31,41.14,2.74
"23651","Shasta","2021-10-17",88,152754,62,73382,26,71398,0,7908,19,10867,47,72628,19,83495,"California",22,3945,176438,143285,6.16,47.32,41.16,2.75
"23652","Shasta","2020-11-16",0,356,0,141,0,215,0,0,0,8,0,174,0,182,"",0,0,176438,143285,0,0.1,0.1,0
"23653","Shasta","2020-11-18",0,357,0,142,0,215,0,0,0,7,0,175,0,182,"",0,0,176438,143285,0,0.1,0.1,0
"23654","Shasta","2020-11-19",0,357,0,142,0,215,0,0,0,7,0,175,0,182,"",0,0,176438,143285,0,0.1,0.1,0
"23655","Shasta","2020-11-20",0,357,0,142,0,215,0,0,0,7,0,175,0,182,"",0,0,176438,143285,0,0.1,0.1,0
"23656","Shasta","2020-11-21",0,357,0,142,0,215,0,0,0,7,0,175,0,182,"",0,0,176438,143285,0,0.1,0.1,0
"23657","Shasta","2020-11-22",0,357,0,142,0,215,0,0,0,7,0,175,0,182,"",0,0,176438,143285,0,0.1,0.1,0
"23658","Shasta","2020-11-23",0,357,0,142,0,215,0,0,0,7,0,175,0,182,"",0,0,176438,143285,0,0.1,0.1,0
"23659","Shasta","2020-11-24",0,357,0,142,0,215,0,0,0,7,0,175,0,182,"",0,0,176438,143285,0,0.1,0.1,0
"23660","Shasta","2020-11-25",0,357,0,142,0,215,0,0,0,7,0,175,0,182,"",0,0,176438,143285,0,0.1,0.1,0
"23661","Shasta","2020-11-26",0,357,0,142,0,215,0,0,0,7,0,175,0,182,"",0,0,176438,143285,0,0.1,0.1,0
"23662","Shasta","2020-11-27",0,357,0,142,0,215,0,0,0,7,0,175,0,182,"",0,0,176438,143285,0,0.1,0.1,0
"23663","Shasta","2020-11-28",0,357,0,142,0,215,0,0,0,7,0,175,0,182,"",0,0,176438,143285,0,0.1,0.1,0
"23664","Shasta","2020-11-29",0,357,0,142,0,215,0,0,0,7,0,175,0,182,"",0,0,176438,143285,0,0.1,0.1,0
"23665","Shasta","2020-11-30",0,357,0,142,0,215,0,0,0,7,0,175,0,182,"",0,0,176438,143285,0,0.1,0.1,0
"23666","Shasta","2020-12-02",0,358,0,143,0,215,0,0,0,6,0,176,0,182,"",0,0,176438,143285,0,0.1,0.1,0
"23667","Shasta","2020-12-03",0,358,0,143,0,215,0,0,0,6,0,176,0,182,"",0,0,176438,143285,0,0.1,0.1,0
"23668","Shasta","2020-12-05",0,359,0,143,0,216,0,0,0,7,0,176,0,183,"",0,0,176438,143285,0,0.1,0.1,0
"23669","Shasta","2020-12-06",0,359,0,143,0,216,0,0,0,7,0,176,0,183,"",0,0,176438,143285,0,0.1,0.1,0
"23670","Shasta","2020-12-07",0,359,0,143,0,216,0,0,0,7,0,176,0,183,"",0,0,176438,143285,0,0.1,0.1,0
"23671","Shasta","2020-12-08",0,359,0,143,0,216,0,0,0,7,0,176,0,183,"",0,0,176438,143285,0,0.1,0.1,0
"23672","Shasta","2020-12-09",0,359,0,143,0,216,0,0,0,7,0,176,0,183,"",0,0,176438,143285,0,0.1,0.1,0
"23673","Shasta","2020-12-10",0,359,0,143,0,216,0,0,0,7,0,176,0,183,"",0,0,176438,143285,0,0.1,0.1,0
"23674","Shasta","2020-12-11",0,359,0,143,0,216,0,0,0,7,0,176,0,183,"",0,0,176438,143285,0,0.1,0.1,0
"23675","Shasta","2020-12-12",0,359,0,143,0,216,0,0,0,7,0,176,0,183,"",0,0,176438,143285,0,0.1,0.1,0
"23676","Shasta","2020-12-13",0,359,0,143,0,216,0,0,0,7,0,176,0,183,"",0,0,176438,143285,0,0.1,0.1,0
"23677","Shasta","2020-12-14",0,359,0,143,0,216,0,0,0,7,0,176,0,183,"",0,0,176438,143285,0,0.1,0.1,0
"23678","Shasta","2020-12-19",0,1078,0,862,0,216,0,0,0,724,0,178,0,902,"",0,0,176438,143285,0.41,0.51,0.1,0
"23679","Shasta","2020-12-25",0,1547,0,1319,0,228,0,0,0,1193,0,178,0,1371,"",0,0,176438,143285,0.68,0.78,0.1,0
"23680","Shasta","2020-10-29",0,342,0,128,0,214,0,0,0,20,0,161,0,181,"",0,0,176438,143285,0.01,0.1,0.09,0
"23681","Shasta","2021-11-16",693,169806,206,79203,416,81438,54,8649,81,10493,110,75899,94,86392,"California",498,15122,176438,143285,5.95,48.96,43.02,10.55
"23682","Shasta","2021-11-17",608,170414,181,79384,290,81728,85,8734,114,10529,135,76034,171,86563,"California",358,15480,176438,143285,5.97,49.06,43.09,10.8
"23683","Shasta","2021-11-18",711,171125,221,79605,403,82131,47,8781,83,10519,104,76138,94,86657,"California",520,16000,176438,143285,5.96,49.11,43.15,11.17
"23684","Shasta","2021-11-19",1071,172196,395,80000,586,82717,47,8828,148,10533,159,76297,173,86830,"California",760,16760,176438,143285,5.97,49.21,43.24,11.7
"23685","Shasta","2021-11-20",369,172565,128,80128,200,82917,15,8843,69,10561,49,76346,77,86907,"California",249,17009,176438,143285,5.99,49.26,43.27,11.87
"23686","Shasta","2021-11-21",244,172809,112,80240,103,83020,12,8855,53,10572,43,76389,54,86961,"California",147,17156,176438,143285,5.99,49.29,43.3,11.97
"23687","Shasta","2021-11-22",708,173517,246,80486,391,83411,43,8898,104,10571,119,76508,118,87079,"California",482,17638,176438,143285,5.99,49.35,43.36,12.31
"23688","Shasta","2021-11-23",684,174201,251,80737,367,83778,42,8940,100,10584,98,76606,111,87190,"California",484,18122,176438,143285,6,49.42,43.42,12.65
"23689","Shasta","2021-11-24",414,174615,152,80889,210,83988,22,8962,88,10598,86,76692,100,87290,"California",235,18357,176438,143285,6.01,49.47,43.47,12.81
"23690","Shasta","2021-11-25",5,174620,3,80892,2,83990,0,8962,1,10599,0,76692,1,87291,"California",4,18361,176438,143285,6.01,49.47,43.47,12.81
"23691","Shasta","2021-11-26",373,174993,119,81011,217,84207,16,8978,53,10584,75,76767,60,87351,"California",241,18602,176438,143285,6,49.51,43.51,12.98
"23692","Shasta","2021-10-18",392,153146,285,73667,96,71494,11,7919,88,10825,141,72769,99,83594,"California",162,4107,176438,143285,6.14,47.38,41.24,2.87
"23693","Shasta","2021-10-19",245,153391,190,73857,42,71536,13,7932,65,10817,85,72854,77,83671,"California",95,4202,176438,143285,6.13,47.42,41.29,2.93
"23694","Shasta","2021-10-20",329,153720,214,74071,112,71648,3,7935,63,10777,106,72960,66,83737,"California",160,4362,176438,143285,6.11,47.46,41.35,3.04
"23695","Shasta","2021-10-21",357,154077,273,74344,75,71723,8,7943,77,10743,119,73079,85,83822,"California",157,4519,176438,143285,6.09,47.51,41.42,3.15
"23696","Shasta","2021-10-22",777,154854,334,74678,410,72133,33,7976,110,10681,204,73283,142,83964,"California",462,4981,176438,143285,6.05,47.59,41.53,3.48
"23697","Shasta","2021-10-23",321,155175,119,74797,201,72334,1,7977,45,10648,79,73362,46,84010,"California",196,5177,176438,143285,6.03,47.61,41.58,3.61
"23698","Shasta","2021-10-24",187,155362,78,74875,109,72443,0,7977,24,10614,58,73420,24,84034,"California",104,5281,176438,143285,6.02,47.63,41.61,3.69
"23699","Shasta","2021-10-25",990,156352,361,75236,609,73052,20,7997,110,10619,113,73533,118,84152,"California",764,6045,176438,143285,6.02,47.69,41.68,4.22
"23700","Shasta","2021-10-26",786,157138,260,75496,508,73560,18,8015,99,10573,161,73694,115,84267,"California",524,6569,176438,143285,5.99,47.76,41.77,4.58
"23701","Shasta","2021-10-27",827,157965,252,75748,563,74123,12,8027,122,10586,118,73812,131,84398,"California",585,7154,176438,143285,6,47.83,41.83,4.99
"23702","Shasta","2021-10-28",846,158811,231,75979,582,74705,33,8060,91,10555,143,73955,112,84510,"California",606,7760,176438,143285,5.98,47.9,41.92,5.42
"23703","Shasta","2021-10-29",825,159636,278,76257,528,75233,19,8079,108,10531,140,74095,116,84626,"California",575,8335,176438,143285,5.97,47.96,41.99,5.82
"23704","Shasta","2021-10-30",374,160010,122,76379,232,75465,20,8099,48,10515,75,74170,59,84685,"California",251,8586,176438,143285,5.96,48,42.04,5.99
"23705","Shasta","2021-10-31",202,160212,82,76461,111,75576,9,8108,30,10498,51,74221,34,84719,"California",120,8706,176438,143285,5.95,48.02,42.07,6.08
"23706","Shasta","2021-11-01",857,161069,210,76671,576,76152,71,8179,84,10468,129,74350,99,84818,"California",642,9348,176438,143285,5.93,48.07,42.14,6.52
"23707","Shasta","2021-11-02",670,161739,198,76869,422,76574,50,8229,79,10442,128,74478,102,84920,"California",461,9809,176438,143285,5.92,48.13,42.21,6.85
"23708","Shasta","2021-11-03",665,162404,166,77035,460,77034,39,8268,81,10422,116,74594,96,85016,"California",466,10275,176438,143285,5.91,48.18,42.28,7.17
"23709","Shasta","2021-11-04",701,163105,205,77240,467,77501,24,8292,76,10369,140,74734,87,85103,"California",481,10756,176438,143285,5.88,48.23,42.36,7.51
"23710","Shasta","2021-11-05",824,163929,197,77437,592,78093,30,8322,76,10295,166,74900,92,85195,"California",578,11334,176438,143285,5.83,48.29,42.45,7.91
"23711","Shasta","2021-11-06",336,164265,102,77539,199,78292,14,8336,49,10280,67,74967,52,85247,"California",217,11551,176438,143285,5.83,48.32,42.49,8.06
"23712","Shasta","2021-11-07",210,164475,71,77610,108,78400,16,8352,42,10289,40,75007,49,85296,"California",126,11677,176438,143285,5.83,48.34,42.51,8.15
"23713","Shasta","2021-11-08",767,165242,173,77783,490,78890,62,8414,112,10293,132,75139,136,85432,"California",521,12198,176438,143285,5.83,48.42,42.59,8.51
"23714","Shasta","2021-11-09",669,165911,172,77955,359,79249,46,8460,164,10365,102,75241,174,85606,"California",403,12601,176438,143285,5.87,48.52,42.64,8.79
"23715","Shasta","2021-11-10",730,166641,187,78142,427,79676,49,8509,142,10398,136,75377,169,85775,"California",451,13052,176438,143285,5.89,48.61,42.72,9.11
"23716","Shasta","2021-11-11",583,167224,196,78338,279,79955,25,8534,146,10454,105,75482,161,85936,"California",329,13381,176438,143285,5.93,48.71,42.78,9.34
"23717","Shasta","2021-11-12",759,167983,239,78577,445,80400,23,8557,136,10469,132,75614,147,86083,"California",487,13868,176438,143285,5.93,48.79,42.86,9.68
"23718","Shasta","2021-11-13",307,168290,102,78679,168,80568,15,8572,57,10486,50,75664,67,86150,"California",199,14067,176438,143285,5.94,48.83,42.88,9.82
"23719","Shasta","2021-11-14",214,168504,85,78764,118,80686,4,8576,37,10480,46,75710,40,86190,"California",131,14198,176438,143285,5.94,48.85,42.91,9.91
"23720","Shasta","2021-11-15",609,169113,233,78997,336,81022,19,8595,102,10509,79,75789,108,86298,"California",426,14624,176438,143285,5.96,48.91,42.96,10.21
"23721","Shasta","2021-12-27",417,188925,182,86239,203,91144,3,9575,69,10041,72,79437,71,89478,"California",274,27856,176438,143285,5.69,50.71,45.02,19.44
"23722","Shasta","2021-12-28",442,189367,200,86439,197,91341,11,9586,78,10041,85,79522,85,89563,"California",275,28131,176438,143285,5.69,50.76,45.07,19.63
"23723","Shasta","2021-12-29",345,189712,154,86593,145,91486,11,9597,60,10046,61,79583,66,89629,"California",223,28354,176438,143285,5.69,50.8,45.11,19.79
"23724","Shasta","2021-12-30",284,189996,135,86728,113,91599,11,9608,56,10058,48,79631,60,89689,"California",178,28532,176438,143285,5.7,50.83,45.13,19.91
"23725","Shasta","2020-12-27",2,1556,1,1322,1,234,0,0,2,1202,0,178,2,1380,"California",0,0,176438,143285,0.68,0.78,0.1,0
"23726","Shasta","2020-12-28",41,1597,29,1351,12,246,0,0,40,1242,1,179,41,1421,"California",0,0,176438,143285,0.7,0.81,0.1,0
"23727","Shasta","2020-12-29",182,1779,178,1529,4,250,0,0,182,1424,0,179,182,1603,"California",0,0,176438,143285,0.81,0.91,0.1,0
"23728","Shasta","2020-12-30",235,2014,223,1752,12,262,0,0,235,1659,0,179,235,1838,"California",0,0,176438,143285,0.94,1.04,0.1,0
"23729","Shasta","2020-12-31",83,2097,0,1752,83,345,0,0,83,1742,0,179,83,1921,"California",0,0,176438,143285,0.99,1.09,0.1,0
"23730","Shasta","2021-01-02",3,2100,0,1752,3,348,0,0,3,1745,0,179,3,1924,"California",0,0,176438,143285,0.99,1.09,0.1,0
"23731","Shasta","2021-01-03",1,2101,0,1752,1,349,0,0,1,1746,0,179,1,1925,"California",0,0,176438,143285,0.99,1.09,0.1,0
"23732","Shasta","2021-11-27",328,175321,131,81142,158,84365,14,8992,53,10572,70,76837,58,87409,"California",203,18805,176438,143285,5.99,49.54,43.55,13.12
"23733","Shasta","2021-11-28",218,175539,59,81201,135,84500,3,8995,34,10553,55,76892,36,87445,"California",128,18933,176438,143285,5.98,49.56,43.58,13.21
"23734","Shasta","2021-11-29",748,176287,231,81432,431,84931,28,9023,84,10494,155,77047,96,87541,"California",504,19437,176438,143285,5.95,49.62,43.67,13.57
"23735","Shasta","2021-11-30",647,176934,228,81660,283,85214,30,9053,72,10397,180,77227,83,87624,"California",391,19828,176438,143285,5.89,49.66,43.77,13.84
"23736","Shasta","2021-12-01",601,177535,201,81861,296,85510,43,9096,67,10326,161,77388,90,87714,"California",371,20199,176438,143285,5.85,49.71,43.86,14.1
"23737","Shasta","2021-12-02",863,178398,267,82128,489,85999,43,9139,93,10254,183,77571,111,87825,"California",583,20782,176438,143285,5.81,49.78,43.97,14.5
"23738","Shasta","2021-12-03",855,179253,274,82402,469,86468,28,9167,115,10223,156,77727,125,87950,"California",575,21357,176438,143285,5.79,49.85,44.05,14.91
"23739","Shasta","2021-12-04",362,179615,123,82525,148,86616,18,9185,90,10253,61,77788,91,88041,"California",211,21568,176438,143285,5.81,49.9,44.09,15.05
"23740","Shasta","2021-12-05",155,179770,54,82579,83,86699,9,9194,18,10243,30,77818,20,88061,"California",106,21674,176438,143285,5.81,49.91,44.11,15.13
"23741","Shasta","2021-12-06",568,180338,214,82793,297,86996,25,9219,64,10200,111,77929,68,88129,"California",389,22063,176438,143285,5.78,49.95,44.17,15.4
"23742","Shasta","2021-12-07",626,180964,203,82996,341,87337,46,9265,106,10237,80,78009,117,88246,"California",433,22496,176438,143285,5.8,50.02,44.21,15.7
"23743","Shasta","2021-12-08",509,181473,167,83163,242,87579,15,9280,79,10209,109,78118,81,88327,"California",319,22815,176438,143285,5.79,50.06,44.28,15.92
"23744","Shasta","2021-12-09",555,182028,248,83411,231,87810,21,9301,77,10166,131,78249,88,88415,"California",344,23159,176438,143285,5.76,50.11,44.35,16.16
"23745","Shasta","2021-12-10",851,182879,342,83753,410,88220,46,9347,102,10131,150,78399,115,88530,"California",589,23748,176438,143285,5.74,50.18,44.43,16.57
"23746","Shasta","2021-12-11",236,183115,90,83843,105,88325,19,9366,31,10104,61,78460,34,88564,"California",143,23891,176438,143285,5.73,50.2,44.47,16.67
"23747","Shasta","2021-12-12",169,183284,70,83913,64,88389,12,9378,29,10094,43,78503,33,88597,"California",96,23987,176438,143285,5.72,50.21,44.49,16.74
"23748","Shasta","2021-12-13",464,183748,208,84121,209,88598,17,9395,57,10060,93,78596,59,88656,"California",312,24299,176438,143285,5.7,50.25,44.55,16.96
"23749","Shasta","2021-12-14",541,184289,225,84346,263,88861,25,9420,64,10034,103,78699,77,88733,"California",370,24669,176438,143285,5.69,50.29,44.6,17.22
"23750","Shasta","2021-12-15",478,184767,147,84493,272,89133,30,9450,59,10028,73,78772,67,88800,"California",346,25015,176438,143285,5.68,50.33,44.65,17.46
"23751","Shasta","2021-12-16",475,185242,210,84703,206,89339,18,9468,100,10065,74,78846,111,88911,"California",293,25308,176438,143285,5.7,50.39,44.69,17.66
"23752","Shasta","2021-12-17",604,185846,204,84907,346,89685,14,9482,91,10076,87,78933,98,89009,"California",424,25732,176438,143285,5.71,50.45,44.74,17.96
"23753","Shasta","2021-12-18",243,186089,97,85004,125,89810,8,9490,28,10058,48,78981,30,89039,"California",167,25899,176438,143285,5.7,50.46,44.76,18.08
"23754","Shasta","2021-12-19",158,186247,70,85074,69,89879,8,9498,22,10057,26,79007,25,89064,"California",109,26008,176438,143285,5.7,50.48,44.78,18.15
"23755","Shasta","2021-12-20",557,186804,225,85299,275,90154,23,9521,65,10041,86,79093,70,89134,"California",406,26414,176438,143285,5.69,50.52,44.83,18.43
"23756","Shasta","2021-12-21",587,187391,272,85571,283,90437,6,9527,64,10027,83,79176,69,89203,"California",437,26851,176438,143285,5.68,50.56,44.87,18.74
"23757","Shasta","2021-12-22",468,187859,212,85783,203,90640,12,9539,80,10034,74,79250,81,89284,"California",312,27163,176438,143285,5.69,50.6,44.92,18.96
"23758","Shasta","2021-12-23",440,188299,205,85988,189,90829,22,9561,73,10033,80,79330,79,89363,"California",287,27450,176438,143285,5.69,50.65,44.96,19.16
"23759","Shasta","2021-12-24",82,188381,20,86008,48,90877,5,9566,17,10039,14,79344,20,89383,"California",50,27500,176438,143285,5.69,50.66,44.97,19.19
"23760","Shasta","2021-12-26",127,188508,49,86057,64,90941,6,9572,24,10042,21,79365,24,89407,"California",82,27582,176438,143285,5.69,50.67,44.98,19.25
"23761","Shasta","2021-02-02",995,17195,508,8719,486,8466,0,0,903,11259,91,2961,903,14220,"California",0,0,176438,143285,6.38,8.06,1.68,0
"23762","Shasta","2021-02-03",711,17906,222,8941,488,8954,0,0,477,11503,233,3194,477,14697,"California",0,0,176438,143285,6.52,8.33,1.81,0
"23763","Shasta","2021-02-04",1100,19006,687,9628,413,9367,0,0,899,12202,201,3395,900,15597,"California",0,0,176438,143285,6.92,8.84,1.92,0
"23764","Shasta","2021-02-05",1310,20316,168,9796,1142,10509,0,0,1082,13057,227,3622,1082,16679,"California",0,0,176438,143285,7.4,9.45,2.05,0
"23765","Shasta","2021-02-06",1871,22187,47,9843,1823,12332,0,0,1840,14866,31,3653,1840,18519,"California",0,0,176438,143285,8.43,10.5,2.07,0
"23766","Shasta","2021-02-07",28,22215,2,9845,26,12358,0,0,23,14884,5,3658,23,18542,"California",0,0,176438,143285,8.44,10.51,2.07,0
"23767","Shasta","2021-02-08",603,22818,172,10017,431,12789,0,0,317,14917,284,3942,317,18859,"California",0,0,176438,143285,8.45,10.69,2.23,0
"23768","Shasta","2021-02-09",1132,23950,665,10682,467,13256,0,0,696,15178,435,4377,696,19555,"California",0,0,176438,143285,8.6,11.08,2.48,0
"23769","Shasta","2021-02-10",1123,25073,797,11479,325,13581,0,0,534,15123,589,4966,534,20089,"California",0,0,176438,143285,8.57,11.39,2.81,0
"23770","Shasta","2021-02-11",889,25962,193,11672,696,14277,0,0,309,14852,580,5546,309,20398,"California",0,0,176438,143285,8.42,11.56,3.14,0
"23771","Shasta","2021-02-12",2265,28227,1696,13368,566,14843,1,1,1695,15980,567,6113,1695,22093,"California",0,0,176438,143285,9.06,12.52,3.46,0
"23772","Shasta","2021-02-13",1355,29582,382,13750,973,15816,0,1,566,15758,789,6902,567,22660,"California",0,0,176438,143285,8.93,12.84,3.91,0
"23773","Shasta","2021-02-14",151,29733,4,13754,147,15963,0,1,123,15854,27,6929,123,22783,"California",0,0,176438,143285,8.99,12.91,3.93,0
"23774","Shasta","2021-02-15",395,30128,111,13865,284,16247,0,1,217,15894,177,7106,217,23000,"California",0,0,176438,143285,9.01,13.04,4.03,0
"23775","Shasta","2021-02-16",1205,31333,523,14388,682,16929,0,1,414,15519,789,7895,414,23414,"California",0,0,176438,143285,8.8,13.27,4.47,0
"23776","Shasta","2021-02-17",1036,32369,461,14849,575,17504,0,1,413,15311,622,8517,414,23828,"California",0,0,176438,143285,8.68,13.51,4.83,0
"23777","Shasta","2021-02-18",973,33342,498,15347,475,17979,0,1,461,15264,509,9026,462,24290,"California",0,0,176438,143285,8.65,13.77,5.12,0
"23778","Shasta","2021-02-19",1338,34680,940,16287,398,18377,0,1,868,15663,469,9495,868,25158,"California",0,0,176438,143285,8.88,14.26,5.38,0
"23779","Shasta","2021-02-20",828,35508,137,16424,691,19068,0,1,342,15519,486,9981,342,25500,"California",0,0,176438,143285,8.8,14.45,5.66,0
"23780","Shasta","2021-02-21",40,35548,9,16433,31,19099,0,1,14,15507,26,10007,14,25514,"California",0,0,176438,143285,8.79,14.46,5.67,0
"23781","Shasta","2021-02-22",455,36003,91,16524,364,19463,0,1,194,15440,261,10268,194,25708,"California",0,0,176438,143285,8.75,14.57,5.82,0
"23782","Shasta","2021-02-23",931,36934,484,17008,447,19910,0,1,321,15151,610,10878,321,26029,"California",0,0,176438,143285,8.59,14.75,6.17,0
"23783","Shasta","2021-02-24",925,37859,536,17544,387,20297,0,1,282,14793,640,11518,282,26311,"California",0,0,176438,143285,8.38,14.91,6.53,0
"23784","Shasta","2021-02-25",549,38408,207,17751,342,20639,0,1,166,14577,382,11900,166,26477,"California",0,0,176438,143285,8.26,15.01,6.74,0
"23785","Shasta","2021-02-26",837,39245,111,17862,726,21365,0,1,351,14443,485,12385,351,26828,"California",0,0,176438,143285,8.19,15.21,7.02,0
"23786","Shasta","2021-02-27",867,40112,81,17943,786,22151,0,1,248,14076,615,13000,248,27076,"California",0,0,176438,143285,7.98,15.35,7.37,0
"23787","Shasta","2021-02-28",163,40275,9,17952,154,22305,0,1,138,14189,25,13025,138,27214,"California",0,0,176438,143285,8.04,15.42,7.38,0
"23788","Shasta","2021-03-01",641,40916,74,18026,566,22871,0,1,309,14167,331,13356,309,27523,"California",0,0,176438,143285,8.03,15.6,7.57,0
"23789","Shasta","2021-03-02",1042,41958,483,18509,559,23430,0,1,331,13788,710,14066,331,27854,"California",0,0,176438,143285,7.81,15.79,7.97,0
"23790","Shasta","2021-03-03",723,42681,197,18706,526,23956,0,1,255,13575,468,14534,255,28109,"California",0,0,176438,143285,7.69,15.93,8.24,0
"23791","Shasta","2021-03-04",3124,45805,2529,21235,595,24551,0,1,1336,13128,1784,16318,1337,29446,"California",0,0,176438,143285,7.44,16.69,9.25,0
"23792","Shasta","2021-03-05",1942,47747,185,21420,1723,26274,30,31,754,12731,1181,17499,784,30230,"California",0,0,176438,143285,7.22,17.13,9.92,0
"23793","Shasta","2021-03-06",2783,50530,403,21823,2331,28605,48,79,717,11437,2059,19558,765,30995,"California",0,0,176438,143285,6.48,17.57,11.08,0
"23794","Shasta","2021-03-07",111,50641,5,21828,67,28672,39,118,42,11449,69,19627,81,31076,"California",0,0,176438,143285,6.49,17.61,11.12,0
"23795","Shasta","2021-03-08",604,51245,66,21894,391,29063,145,263,165,11322,437,20064,310,31386,"California",0,0,176438,143285,6.42,17.79,11.37,0
"23796","Shasta","2021-03-09",1258,52503,603,22497,462,29525,191,454,658,11574,595,20659,847,32233,"California",0,0,176438,143285,6.56,18.27,11.71,0
"23797","Shasta","2021-03-10",800,53303,260,22757,332,29857,207,661,150,11282,649,21308,357,32590,"California",0,0,176438,143285,6.39,18.47,12.08,0
"23798","Shasta","2021-03-11",1535,54838,469,23226,803,30660,263,924,930,11871,605,21913,1194,33784,"California",0,0,176438,143285,6.73,19.15,12.42,0
"23799","Shasta","2021-03-12",1559,56397,866,24092,446,31106,247,1171,384,11329,1174,23087,632,34416,"California",0,0,176438,143285,6.42,19.51,13.09,0
"23800","Shasta","2021-03-13",827,57224,431,24523,297,31403,99,1270,464,11528,362,23449,561,34977,"California",0,0,176438,143285,6.53,19.82,13.29,0
"23801","Shasta","2021-03-14",987,58211,14,24537,953,32356,20,1290,848,12259,138,23587,869,35846,"California",0,0,176438,143285,6.95,20.32,13.37,0
"23802","Shasta","2021-03-15",496,58707,48,24585,351,32707,97,1387,208,12276,287,23874,304,36150,"California",0,0,176438,143285,6.96,20.49,13.53,0
"23803","Shasta","2021-03-16",1117,59824,143,24728,900,33607,74,1461,824,12884,290,24164,898,37048,"California",0,0,176438,143285,7.3,21,13.7,0
"23804","Shasta","2021-03-17",725,60549,190,24918,476,34083,59,1520,375,12972,345,24509,433,37481,"California",0,0,176438,143285,7.35,21.24,13.89,0
"23805","Shasta","2021-03-18",1536,62085,610,25528,824,34907,102,1622,1074,13691,457,24966,1176,38657,"California",0,0,176438,143285,7.76,21.91,14.15,0
"23806","Shasta","2021-03-19",627,62712,210,25738,359,35266,58,1680,379,13881,247,25213,437,39094,"California",0,0,176438,143285,7.87,22.16,14.29,0
