"","county","administered_date","Daily doses","Rolling average"
"14278","Nevada",2021-04-23,1291,800.428571428571
"14279","Nevada",2021-04-24,564,805.428571428571
"14280","Nevada",2021-04-25,141,816.285714285714
"14281","Nevada",2021-04-26,783,819
"14282","Nevada",2021-04-27,856,821.142857142857
"14283","Nevada",2021-04-28,1033,764.857142857143
"14284","Nevada",2021-04-29,1065,755.285714285714
"14285","Nevada",2021-04-30,1306,733.142857142857
"14286","Nevada",2021-05-01,170,697.428571428571
"14287","Nevada",2021-05-02,74,659.142857142857
"14288","Nevada",2021-05-03,628,624.428571428571
"14289","Nevada",2021-05-04,606,566.714285714286
"14290","Nevada",2021-05-05,765,568.857142857143
"14291","Nevada",2021-05-06,822,564.714285714286
"14292","Nevada",2021-05-07,902,535.714285714286
"14293","Nevada",2021-05-08,185,522.857142857143
"14294","Nevada",2021-05-09,45,492.571428571429
"14295","Nevada",2021-05-10,425,498.428571428571
"14296","Nevada",2021-05-11,516,486.428571428571
"14297","Nevada",2021-05-12,553,487.571428571429
"14298","Nevada",2021-05-13,863,504.285714285714
"14299","Nevada",2021-05-14,818,516.285714285714
"14300","Nevada",2021-05-15,193,505
"14301","Nevada",2021-05-16,162,498
"14302","Nevada",2021-05-17,509,465.714285714286
"14303","Nevada",2021-05-18,437,424.571428571429
"14304","Nevada",2021-05-19,504,434.428571428571
"14305","Nevada",2021-05-20,637,419.142857142857
"14306","Nevada",2021-05-21,530,392.714285714286
"14307","Nevada",2021-05-22,262,380.857142857143
"14308","Nevada",2021-05-23,55,375
"14309","Nevada",2021-05-24,324,347.714285714286
"14310","Nevada",2021-05-25,354,324.285714285714
"14311","Nevada",2021-05-26,463,297
"14312","Nevada",2021-05-27,446,295.428571428571
"14313","Nevada",2021-05-28,366,250
"14314","Nevada",2021-05-29,71,259.428571428571
"14315","Nevada",2021-05-30,44,252.428571428571
"14316","Nevada",2021-05-31,6,270.571428571429
"14317","Nevada",2021-06-01,420,297.285714285714
"14318","Nevada",2021-06-02,414,312.714285714286
"14319","Nevada",2021-06-03,573,314.428571428571
"14320","Nevada",2021-06-04,553,352.142857142857
"14321","Nevada",2021-06-05,179,333.285714285714
"14322","Nevada",2021-06-06,56,320.857142857143
"14323","Nevada",2021-06-07,270,279
"14324","Nevada",2021-06-08,288,246.714285714286
"14325","Nevada",2021-06-09,327,234.285714285714
"14326","Nevada",2021-06-10,280,231.142857142857
"14327","Nevada",2021-06-11,327,219.857142857143
"14328","Nevada",2021-06-12,92,203.285714285714
"14329","Nevada",2021-06-13,34,192.571428571429
"14330","Nevada",2021-06-14,191,185.857142857143
"14331","Nevada",2021-06-15,172,172.142857142857
"14332","Nevada",2021-06-16,252,169
"14333","Nevada",2021-06-17,233,168.428571428571
"14334","Nevada",2021-06-18,231,156.857142857143
"14335","Nevada",2021-06-19,70,157.142857142857
"14336","Nevada",2021-06-20,30,150.857142857143
"14337","Nevada",2021-06-21,110,143.571428571429
"14338","Nevada",2021-06-22,174,139.571428571429
"14339","Nevada",2021-06-23,208,141.571428571429
"14340","Nevada",2021-06-24,182,142.142857142857
"14341","Nevada",2021-06-25,203,150.428571428571
"14342","Nevada",2021-06-26,84,145.142857142857
"14343","Nevada",2021-06-27,34,141.714285714286
"14344","Nevada",2021-06-28,168,133.285714285714
"14345","Nevada",2021-06-29,137,125.142857142857
"14346","Nevada",2021-06-30,184,117.857142857143
"14347","Nevada",2021-07-01,123,119.428571428571
"14348","Nevada",2021-07-02,146,117.285714285714
"14349","Nevada",2021-07-03,33,117.857142857143
"14350","Nevada",2021-07-05,45,113.428571428571
"14351","Nevada",2021-07-06,153,116.285714285714
"14352","Nevada",2021-07-07,141,101.428571428571
"14353","Nevada",2021-07-08,153,99.1428571428571
"14354","Nevada",2021-07-09,143,105.571428571429
"14355","Nevada",2021-07-10,42,106.285714285714
"14356","Nevada",2021-07-11,17,108.142857142857
"14357","Nevada",2021-07-12,90,104.857142857143
"14358","Nevada",2021-07-13,158,102.714285714286
"14359","Nevada",2021-07-14,154,104.428571428571
"14360","Nevada",2021-07-15,130,106.571428571429
"14361","Nevada",2021-07-16,128,109.714285714286
"14362","Nevada",2021-07-17,54,108.285714285714
"14363","Nevada",2021-07-18,32,105.571428571429
"14364","Nevada",2021-07-19,112,115
"14365","Nevada",2021-07-20,148,126
"14366","Nevada",2021-07-21,135,127
"14367","Nevada",2021-07-22,196,125
"14368","Nevada",2021-07-23,205,127.428571428571
"14369","Nevada",2021-07-24,61,128.857142857143
"14370","Nevada",2021-07-25,18,129.428571428571
"14371","Nevada",2021-07-26,129,122.571428571429
"14372","Nevada",2021-07-27,158,120.285714285714
"14373","Nevada",2021-07-28,139,123
"14374","Nevada",2021-07-29,148,125.714285714286
"14375","Nevada",2021-07-30,189,131
"14376","Nevada",2021-07-31,80,135
"14377","Nevada",2021-08-01,37,140.714285714286
"14378","Nevada",2021-08-02,166,141.142857142857
"14379","Nevada",2021-08-03,186,142.428571428571
"14380","Nevada",2021-08-04,179,142
"14381","Nevada",2021-08-05,151,141.714285714286
"14382","Nevada",2021-08-06,198,147.142857142857
"14383","Nevada",2021-08-07,77,151.285714285714
"14384","Nevada",2021-08-08,35,148.714285714286
"14385","Nevada",2021-08-09,204,148.285714285714
"14386","Nevada",2021-08-10,215,149
"14387","Nevada",2021-08-11,161,156.428571428571
"14388","Nevada",2021-08-12,148,163.428571428571
"14389","Nevada",2021-08-13,203,165.142857142857
"14390","Nevada",2021-08-14,129,161.428571428571
"14391","Nevada",2021-08-15,84,174.857142857143
"14392","Nevada",2021-08-16,216,189.714285714286
"14393","Nevada",2021-08-17,189,201.428571428571
"14394","Nevada",2021-08-18,255,208
"14395","Nevada",2021-08-19,252,205.285714285714
"14396","Nevada",2021-08-20,285,210.857142857143
"14397","Nevada",2021-08-21,175,219.428571428571
"14398","Nevada",2021-08-22,65,213.285714285714
"14399","Nevada",2021-08-23,255,210.285714285714
"14400","Nevada",2021-08-24,249,204.571428571429
"14401","Nevada",2021-08-25,212,193.571428571429
"14402","Nevada",2021-08-26,231,194
"14403","Nevada",2021-08-27,245,193.428571428571
"14404","Nevada",2021-08-28,98,185.571428571429
"14405","Nevada",2021-08-29,68,190.857142857143
"14406","Nevada",2021-08-30,251,188.285714285714
"14407","Nevada",2021-08-31,194,186.285714285714
"14408","Nevada",2021-09-01,249,182.285714285714
"14409","Nevada",2021-09-02,213,182.285714285714
"14410","Nevada",2021-09-03,231,150
"14411","Nevada",2021-09-04,70,147
"14412","Nevada",2021-09-05,68,140.857142857143
"14413","Nevada",2021-09-06,25,136.428571428571
"14414","Nevada",2021-09-07,173,133.857142857143
"14415","Nevada",2021-09-08,206,144.571428571429
"14416","Nevada",2021-09-09,182,143.285714285714
"14417","Nevada",2021-09-10,213,162.857142857143
"14418","Nevada",2021-09-11,145,162.714285714286
"14419","Nevada",2021-09-12,59,160.428571428571
"14420","Nevada",2021-09-13,162,156.714285714286
"14421","Nevada",2021-09-14,172,162
"14422","Nevada",2021-09-15,190,150.714285714286
"14423","Nevada",2021-09-16,156,148.285714285714
"14424","Nevada",2021-09-17,250,149
"14425","Nevada",2021-09-18,66,146.857142857143
"14426","Nevada",2021-09-19,42,142.285714285714
"14427","Nevada",2021-09-20,167,140.857142857143
"14428","Nevada",2021-09-21,157,139.142857142857
"14429","Nevada",2021-09-22,158,144.857142857143
"14430","Nevada",2021-09-23,146,150.714285714286
"14431","Nevada",2021-09-24,238,171
"14432","Nevada",2021-09-25,106,197.857142857143
"14433","Nevada",2021-09-26,83,236.142857142857
"14434","Nevada",2021-09-27,309,270.428571428571
"14435","Nevada",2021-09-28,345,292.428571428571
"14436","Nevada",2021-09-29,426,291.285714285714
"14437","Nevada",2021-09-30,386,290.714285714286
"14438","Nevada",2021-10-01,392,312.142857142857
"14439","Nevada",2021-10-02,98,310.428571428571
"14440","Nevada",2021-10-03,79,300.714285714286
"14441","Nevada",2021-10-04,459,295
"14442","Nevada",2021-10-05,333,288.714285714286
"14443","Nevada",2021-10-06,358,290.857142857143
"14444","Nevada",2021-10-07,346,287.571428571429
"14445","Nevada",2021-10-08,348,281.142857142857
"14446","Nevada",2021-10-09,113,278.428571428571
"14447","Nevada",2021-10-10,56,259.571428571429
"14448","Nevada",2021-10-11,414,238.857142857143
"14449","Nevada",2021-10-12,314,223.714285714286
"14450","Nevada",2021-10-13,226,219.714285714286
"14451","Nevada",2021-10-14,201,219.714285714286
"14452","Nevada",2021-10-15,242,193.142857142857
"14453","Nevada",2021-10-16,85,181.142857142857
"14454","Nevada",2021-10-17,56,181.571428571429
"14455","Nevada",2021-10-18,228,182.571428571429
"14456","Nevada",2021-10-19,230,200.857142857143
"14457","Nevada",2021-10-20,229,210.714285714286
"14458","Nevada",2021-10-21,208,213.142857142857
"14459","Nevada",2021-10-22,370,225.571428571429
"14460","Nevada",2021-10-23,154,259.428571428571
"14461","Nevada",2021-10-24,73,295.571428571429
"14462","Nevada",2021-10-25,315,353.714285714286
"14463","Nevada",2021-10-26,467,373.857142857143
"14464","Nevada",2021-10-27,482,388.142857142857
"14465","Nevada",2021-10-28,615,396
"14466","Nevada",2021-10-29,511,420.142857142857
"14467","Nevada",2021-10-30,254,418.857142857143
"14468","Nevada",2021-10-31,128,424.571428571429
"14469","Nevada",2021-11-01,484,409.285714285714
"14470","Nevada",2021-11-02,458,423.857142857143
"14471","Nevada",2021-11-03,522,410.714285714286
"14472","Nevada",2021-11-04,508,409.571428571429
"14473","Nevada",2021-11-05,613,403.142857142857
"14474","Nevada",2021-11-06,162,400.285714285714
"14475","Nevada",2021-11-07,120,400.857142857143
"14476","Nevada",2021-11-08,439,406
"14477","Nevada",2021-11-09,438,402.428571428571
"14478","Nevada",2021-11-10,526,433
"14479","Nevada",2021-11-11,544,449.571428571429
"14480","Nevada",2021-11-12,588,450
"14481","Nevada",2021-11-13,376,500.428571428571
"14482","Nevada",2021-11-14,236,506.714285714286
"14483","Nevada",2021-11-15,442,517.714285714286
"14484","Nevada",2021-11-16,791,521.857142857143
"14485","Nevada",2021-11-17,570,508
"14486","Nevada",2021-11-18,621,498.571428571429
"14487","Nevada",2021-11-19,617,471
"14488","Nevada",2021-11-20,279,NA
"14489","Nevada",2021-11-21,170,NA
"14490","Nevada",2021-11-22,249,NA
"14491","Orange",2020-07-27,0,NA
"14492","Orange",2020-07-28,0,NA
"14493","Orange",2020-07-29,0,NA
"14494","Orange",2020-07-30,0,0
"14495","Orange",2020-07-31,0,0
"14496","Orange",2020-08-03,0,0
"14497","Orange",2020-08-06,0,0
"14498","Orange",2020-08-09,0,0
"14499","Orange",2020-08-11,0,0
"14500","Orange",2020-08-15,0,0
"14501","Orange",2020-08-16,0,0
"14502","Orange",2020-08-18,0,0
"14503","Orange",2020-08-19,0,0
"14504","Orange",2020-08-21,0,0
"14505","Orange",2020-08-29,0,0
"14506","Orange",2020-08-30,0,0
"14507","Orange",2020-09-05,0,0
"14508","Orange",2020-09-07,0,0
"14509","Orange",2020-09-12,0,0
"14510","Orange",2020-09-15,0,0
"14511","Orange",2020-09-16,0,0
"14512","Orange",2020-09-26,0,0
"14513","Orange",2020-09-27,0,0
"14514","Orange",2020-09-29,0,0
"14515","Orange",2020-10-03,0,0
"14516","Orange",2020-10-04,0,0
"14517","Orange",2020-10-10,0,0
"14518","Orange",2020-10-14,0,0
"14519","Orange",2020-10-18,0,0
"14520","Orange",2020-10-22,0,0
"14521","Orange",2020-10-31,0,0
"14522","Orange",2020-11-05,0,0
"14523","Orange",2020-11-06,0,0
"14524","Orange",2020-11-07,0,0
"14525","Orange",2020-11-09,0,0.142857142857143
"14526","Orange",2020-11-19,0,0.285714285714286
"14527","Orange",2020-11-26,0,0.428571428571429
"14528","Orange",2020-08-01,1,0.857142857142857
"14529","Orange",2020-08-02,1,1
"14530","Orange",2020-08-04,1,1.14285714285714
"14531","Orange",2020-08-05,3,1.28571428571429
"14532","Orange",2020-08-07,1,1.28571428571429
"14533","Orange",2020-08-08,1,1.71428571428571
"14534","Orange",2020-08-10,1,1.71428571428571
"14535","Orange",2020-08-12,1,1.57142857142857
"14536","Orange",2020-08-13,4,2
"14537","Orange",2020-08-14,1,2
"14538","Orange",2020-08-17,2,2
"14539","Orange",2020-08-20,4,2
"14540","Orange",2020-08-22,1,1.57142857142857
"14541","Orange",2020-08-23,1,2.14285714285714
"14542","Orange",2020-08-24,1,2.42857142857143
"14543","Orange",2020-08-25,1,2.42857142857143
"14544","Orange",2020-08-26,5,2.57142857142857
"14545","Orange",2020-08-27,4,4.28571428571429
"14546","Orange",2020-08-28,4,4.57142857142857
"14547","Orange",2020-08-31,2,5.14285714285714
"14548","Orange",2020-09-01,13,5.14285714285714
"14549","Orange",2020-09-02,3,4.85714285714286
"14550","Orange",2020-09-03,5,4.71428571428571
"14551","Orange",2020-09-04,5,5
"14552","Orange",2020-09-08,2,3.57142857142857
"14553","Orange",2020-09-09,3,3.28571428571429
"14554","Orange",2020-09-10,4,3
"14555","Orange",2020-09-11,3,3.14285714285714
"14556","Orange",2020-09-13,1,3.57142857142857
"14557","Orange",2020-09-14,3,3.42857142857143
"14558","Orange",2020-09-17,6,3
"14559","Orange",2020-09-18,5,3.14285714285714
"14560","Orange",2020-09-19,2,4.28571428571429
"14561","Orange",2020-09-20,1,5
"14562","Orange",2020-09-21,4,4.71428571428571
"14563","Orange",2020-09-22,9,5
"14564","Orange",2020-09-23,8,5
"14565","Orange",2020-09-24,4,5
"14566","Orange",2020-09-25,7,5.42857142857143
"14567","Orange",2020-09-28,2,4.28571428571429
"14568","Orange",2020-09-30,1,3.28571428571429
"14569","Orange",2020-10-01,7,3
"14570","Orange",2020-10-02,1,2.14285714285714
"14571","Orange",2020-10-05,1,2.42857142857143
"14572","Orange",2020-10-06,2,2.71428571428571
"14573","Orange",2020-10-07,1,1.85714285714286
"14574","Orange",2020-10-08,4,2.28571428571429
"14575","Orange",2020-10-09,3,2.28571428571429
"14576","Orange",2020-10-11,1,2.14285714285714
"14577","Orange",2020-10-12,4,2.42857142857143
"14578","Orange",2020-10-13,1,2
"14579","Orange",2020-10-15,1,1.71428571428571
"14580","Orange",2020-10-16,3,1.71428571428571
"14581","Orange",2020-10-17,1,1.57142857142857
"14582","Orange",2020-10-19,1,1.85714285714286
"14583","Orange",2020-10-20,1,2.14285714285714
"14584","Orange",2020-10-21,3,1.85714285714286
"14585","Orange",2020-10-23,3,2
"14586","Orange",2020-10-24,3,2
"14587","Orange",2020-10-25,1,2.14285714285714
"14588","Orange",2020-10-26,2,1.85714285714286
"14589","Orange",2020-10-27,1,1.57142857142857
"14590","Orange",2020-10-28,2,2.42857142857143
"14591","Orange",2020-10-29,1,2.57142857142857
"14592","Orange",2020-10-30,1,2.57142857142857
"14593","Orange",2020-11-01,9,2.71428571428571
"14594","Orange",2020-11-02,2,2.57142857142857
"14595","Orange",2020-11-03,2,2.71428571428571
"14596","Orange",2020-11-04,2,2.85714285714286
"14597","Orange",2020-11-08,1,2
"14598","Orange",2020-11-10,2,2.42857142857143
"14599","Orange",2020-11-11,2,2.42857142857143
"14600","Orange",2020-11-12,3,2.42857142857143
"14601","Orange",2020-11-13,5,2.42857142857143
"14602","Orange",2020-11-14,2,2.42857142857143
"14603","Orange",2020-11-15,2,2.71428571428571
"14604","Orange",2020-11-16,1,2.85714285714286
"14605","Orange",2020-11-17,2,2.28571428571429
"14606","Orange",2020-11-18,4,2.42857142857143
"14607","Orange",2020-11-20,4,2.57142857142857
"14608","Orange",2020-11-21,1,2.85714285714286
"14609","Orange",2020-11-22,3,2.71428571428571
"14610","Orange",2020-11-23,3,3
"14611","Orange",2020-11-24,3,2.57142857142857
"14612","Orange",2020-11-25,1,2.57142857142857
"14613","Orange",2020-11-27,6,3.28571428571429
"14614","Orange",2020-11-28,1,13.4285714285714
"14615","Orange",2020-11-29,1,13.5714285714286
"14616","Orange",2020-11-30,8,14.1428571428571
"14617","Orange",2020-12-01,74,14.5714285714286
"14618","Orange",2020-12-02,4,15.1428571428571
"14619","Orange",2020-12-03,5,15.1428571428571
"14620","Orange",2020-12-04,9,15.5714285714286
"14621","Orange",2020-12-05,5,6.85714285714286
"14622","Orange",2020-12-06,1,7.14285714285714
"14623","Orange",2020-12-07,11,7.42857142857143
"14624","Orange",2020-12-08,13,7.28571428571429
"14625","Orange",2020-12-09,6,7
"14626","Orange",2020-12-10,7,7.28571428571429
"14627","Orange",2020-12-11,8,7
"14628","Orange",2020-12-12,3,9.14285714285714
"14629","Orange",2020-12-13,3,73
"14630","Orange",2020-12-14,9,645.857142857143
"14631","Orange",2020-12-15,28,1420.85714285714
"14632","Orange",2020-12-16,453,1749.42857142857
"14633","Orange",2020-12-17,4017,2040
"14634","Orange",2020-12-18,5433,2679.85714285714
"14635","Orange",2020-12-19,2303,3264.71428571429
"14636","Orange",2020-12-20,2037,3729
"14637","Orange",2020-12-21,4488,3365.85714285714
"14638","Orange",2020-12-22,4122,2592.85714285714
"14639","Orange",2020-12-23,3703,2414.57142857143
"14640","Orange",2020-12-24,1475,2212.28571428571
"14641","Orange",2020-12-25,22,2106.71428571429
"14642","Orange",2020-12-26,1055,2044.42857142857
"14643","Orange",2020-12-27,621,2273
"14644","Orange",2020-12-28,3749,2296.14285714286
"14645","Orange",2020-12-29,3686,2411
"14646","Orange",2020-12-30,5303,2461.42857142857
"14647","Orange",2020-12-31,1637,2457.28571428571
"14648","Orange",2021-01-01,826,2345.57142857143
"14649","Orange",2021-01-02,1408,2358.71428571429
"14650","Orange",2021-01-03,592,2368.57142857143
"14651","Orange",2021-01-04,2967,3520.71428571429
"14652","Orange",2021-01-05,3778,4842.28571428571
"14653","Orange",2021-01-06,5372,5386.85714285714
"14654","Orange",2021-01-07,9702,5925.28571428571
"14655","Orange",2021-01-08,10077,6922.28571428571
"14656","Orange",2021-01-09,5220,7724.85714285714
"14657","Orange",2021-01-10,4361,8482.71428571429
"14658","Orange",2021-01-11,9946,8604.28571428571
"14659","Orange",2021-01-12,9396,8701
"14660","Orange",2021-01-13,10677,9259.42857142857
"14661","Orange",2021-01-14,10553,9819.71428571429
"14662","Orange",2021-01-15,10754,9806.42857142857
"14663","Orange",2021-01-16,9129,9635.57142857143
"14664","Orange",2021-01-17,8283,9413.14285714286
"14665","Orange",2021-01-18,9853,9585.14285714286
"14666","Orange",2021-01-19,8200,10053.5714285714
"14667","Orange",2021-01-20,9120,10683.2857142857
"14668","Orange",2021-01-21,11757,10940.7142857143
"14669","Orange",2021-01-22,14033,11085.5714285714
"14670","Orange",2021-01-23,13537,11677.4285714286
"14671","Orange",2021-01-24,10085,12375
"14672","Orange",2021-01-25,10867,12645.4285714286
"14673","Orange",2021-01-26,12343,12673.7142857143
"14674","Orange",2021-01-27,14003,12653
"14675","Orange",2021-01-28,13650,13199.8571428571
"14676","Orange",2021-01-29,14231,13864
"14677","Orange",2021-01-30,13392,14331.1428571429
"14678","Orange",2021-01-31,13913,14792.1428571429
"14679","Orange",2021-02-01,15516,15770.2857142857
"14680","Orange",2021-02-02,15613,16802.7142857143
"14681","Orange",2021-02-03,17230,17292.2857142857
"14682","Orange",2021-02-04,20497,16979
"14683","Orange",2021-02-05,21458,17007.5714285714
"14684","Orange",2021-02-06,16819,17410.4285714286
"14685","Orange",2021-02-07,11720,18050.7142857143
"14686","Orange",2021-02-08,15716,18405
"14687","Orange",2021-02-09,18433,19004.7142857143
"14688","Orange",2021-02-10,21712,19815.4285714286
"14689","Orange",2021-02-11,22977,20553.5714285714
"14690","Orange",2021-02-12,25656,20861.1428571429
"14691","Orange",2021-02-13,22494,21207.2857142857
"14692","Orange",2021-02-14,16887,20807.2857142857
"14693","Orange",2021-02-15,17869,19779.8571428571
"14694","Orange",2021-02-16,20856,18858.5714285714
"14695","Orange",2021-02-17,18912,16876
"14696","Orange",2021-02-18,15785,15179.1428571429
"14697","Orange",2021-02-19,19207,14175.7142857143
"14698","Orange",2021-02-20,8616,13297.7142857143
"14699","Orange",2021-02-21,5009,13881.4285714286
"14700","Orange",2021-02-22,10845,15171.5714285714
"14701","Orange",2021-02-23,14710,16712.5714285714
"14702","Orange",2021-02-24,22998,19356.1428571429
"14703","Orange",2021-02-25,24816,21565.8571428571
