"","county","administered_date","Daily doses","Rolling average"
"13672","Napa",2020-12-22,350,241.714285714286
"13673","Napa",2020-12-23,447,215.428571428571
"13674","Napa",2020-12-24,137,193.571428571429
"13675","Napa",2020-12-25,1,181.285714285714
"13676","Napa",2020-12-26,41,171.571428571429
"13677","Napa",2020-12-27,35,201.142857142857
"13678","Napa",2020-12-28,258,246
"13679","Napa",2020-12-29,282,246.714285714286
"13680","Napa",2020-12-30,654,255.714285714286
"13681","Napa",2020-12-31,451,252.571428571429
"13682","Napa",2021-01-01,6,231.857142857143
"13683","Napa",2021-01-02,104,216.142857142857
"13684","Napa",2021-01-03,13,191.428571428571
"13685","Napa",2021-01-04,113,201.714285714286
"13686","Napa",2021-01-05,172,262.714285714286
"13687","Napa",2021-01-06,481,293.285714285714
"13688","Napa",2021-01-07,523,318.571428571429
"13689","Napa",2021-01-08,433,430
"13690","Napa",2021-01-09,318,595.428571428571
"13691","Napa",2021-01-10,190,715.285714285714
"13692","Napa",2021-01-11,893,791.285714285714
"13693","Napa",2021-01-12,1330,941
"13694","Napa",2021-01-13,1320,951.285714285714
"13695","Napa",2021-01-14,1055,973.857142857143
"13696","Napa",2021-01-15,1481,999
"13697","Napa",2021-01-16,390,949.857142857143
"13698","Napa",2021-01-17,348,880.857142857143
"13699","Napa",2021-01-18,1069,951.428571428571
"13700","Napa",2021-01-19,986,966.285714285714
"13701","Napa",2021-01-20,837,969
"13702","Napa",2021-01-21,1549,958.571428571429
"13703","Napa",2021-01-22,1585,1023
"13704","Napa",2021-01-23,409,1007.42857142857
"13705","Napa",2021-01-24,275,980.857142857143
"13706","Napa",2021-01-25,1520,817
"13707","Napa",2021-01-26,877,629.857142857143
"13708","Napa",2021-01-27,651,688.714285714286
"13709","Napa",2021-01-28,402,749.142857142857
"13710","Napa",2021-01-29,275,580.285714285714
"13711","Napa",2021-01-30,821,542.714285714286
"13712","Napa",2021-01-31,698,558.142857142857
"13713","Napa",2021-02-01,338,614
"13714","Napa",2021-02-02,614,679.428571428571
"13715","Napa",2021-02-03,759,627.857142857143
"13716","Napa",2021-02-04,793,553.142857142857
"13717","Napa",2021-02-05,733,624.857142857143
"13718","Napa",2021-02-06,460,693.285714285714
"13719","Napa",2021-02-07,175,836.285714285714
"13720","Napa",2021-02-08,840,939
"13721","Napa",2021-02-09,1093,1147.14285714286
"13722","Napa",2021-02-10,1760,1158.71428571429
"13723","Napa",2021-02-11,1512,1185.14285714286
"13724","Napa",2021-02-12,2190,1191.14285714286
"13725","Napa",2021-02-13,541,1220
"13726","Napa",2021-02-14,360,1118.85714285714
"13727","Napa",2021-02-15,882,1177.57142857143
"13728","Napa",2021-02-16,1295,1084.14285714286
"13729","Napa",2021-02-17,1052,1135.57142857143
"13730","Napa",2021-02-18,1923,1214.28571428571
"13731","Napa",2021-02-19,1536,1159.42857142857
"13732","Napa",2021-02-20,901,1142.42857142857
"13733","Napa",2021-02-21,911,1167
"13734","Napa",2021-02-22,498,1276.42857142857
"13735","Napa",2021-02-23,1176,1283.28571428571
"13736","Napa",2021-02-24,1224,1328.28571428571
"13737","Napa",2021-02-25,2689,1304
"13738","Napa",2021-02-26,1584,1407.57142857143
"13739","Napa",2021-02-27,1216,1464
"13740","Napa",2021-02-28,741,1522.14285714286
"13741","Napa",2021-03-01,1223,1392.28571428571
"13742","Napa",2021-03-02,1571,1447.14285714286
"13743","Napa",2021-03-03,1631,1373.85714285714
"13744","Napa",2021-03-04,1780,1349.57142857143
"13745","Napa",2021-03-05,1968,1282.57142857143
"13746","Napa",2021-03-06,703,1305.42857142857
"13747","Napa",2021-03-07,571,1294.85714285714
"13748","Napa",2021-03-08,754,1314.71428571429
"13749","Napa",2021-03-09,1731,1260
"13750","Napa",2021-03-10,1557,1331.85714285714
"13751","Napa",2021-03-11,1919,1342.14285714286
"13752","Napa",2021-03-12,1585,1378
"13753","Napa",2021-03-13,1206,1405.42857142857
"13754","Napa",2021-03-14,643,1550.28571428571
"13755","Napa",2021-03-15,1005,1584.71428571429
"13756","Napa",2021-03-16,1923,1570.14285714286
"13757","Napa",2021-03-17,2571,1548.14285714286
"13758","Napa",2021-03-18,2160,1562.85714285714
"13759","Napa",2021-03-19,1483,1606.71428571429
"13760","Napa",2021-03-20,1052,1608.57142857143
"13761","Napa",2021-03-21,746,1488.57142857143
"13762","Napa",2021-03-22,1312,1466.42857142857
"13763","Napa",2021-03-23,1936,1445.28571428571
"13764","Napa",2021-03-24,1731,1430
"13765","Napa",2021-03-25,2005,1395
"13766","Napa",2021-03-26,1335,1384.14285714286
"13767","Napa",2021-03-27,945,1517
"13768","Napa",2021-03-28,501,1560.14285714286
"13769","Napa",2021-03-29,1236,1530.28571428571
"13770","Napa",2021-03-30,2866,1611.57142857143
"13771","Napa",2021-03-31,2033,1568.14285714286
"13772","Napa",2021-04-01,1796,1549.71428571429
"13773","Napa",2021-04-02,1904,1560.28571428571
"13774","Napa",2021-04-03,641,1476.85714285714
"13775","Napa",2021-04-04,372,1441.71428571429
"13776","Napa",2021-04-05,1310,1454.57142857143
"13777","Napa",2021-04-06,2282,1410.71428571429
"13778","Napa",2021-04-07,1787,1470.71428571429
"13779","Napa",2021-04-08,1886,1473.42857142857
"13780","Napa",2021-04-09,1597,1400.57142857143
"13781","Napa",2021-04-10,1061,1452.28571428571
"13782","Napa",2021-04-11,391,1509.57142857143
"13783","Napa",2021-04-12,800,1540
"13784","Napa",2021-04-13,2644,1750
"13785","Napa",2021-04-14,2188,1766.85714285714
"13786","Napa",2021-04-15,2099,1752.42857142857
"13787","Napa",2021-04-16,3067,1728.28571428571
"13788","Napa",2021-04-17,1179,1795.42857142857
"13789","Napa",2021-04-18,290,1918.71428571429
"13790","Napa",2021-04-19,631,1884.42857142857
"13791","Napa",2021-04-20,3114,1688.42857142857
"13792","Napa",2021-04-21,3051,1603.42857142857
"13793","Napa",2021-04-22,1859,1599
"13794","Napa",2021-04-23,1695,1588.14285714286
"13795","Napa",2021-04-24,584,1407.71428571429
"13796","Napa",2021-04-25,259,1126.14285714286
"13797","Napa",2021-04-26,555,969.428571428571
"13798","Napa",2021-04-27,1851,821.428571428571
"13799","Napa",2021-04-28,1080,787.571428571429
"13800","Napa",2021-04-29,762,784
"13801","Napa",2021-04-30,659,797.142857142857
"13802","Napa",2021-05-01,347,700
"13803","Napa",2021-05-02,234,696.285714285714
"13804","Napa",2021-05-03,647,692.571428571429
"13805","Napa",2021-05-04,1171,835.571428571429
"13806","Napa",2021-05-05,1054,824.142857142857
"13807","Napa",2021-05-06,736,808.142857142857
"13808","Napa",2021-05-07,1660,778.428571428571
"13809","Napa",2021-05-08,267,935.428571428571
"13810","Napa",2021-05-09,122,1115.85714285714
"13811","Napa",2021-05-10,439,1298.42857142857
"13812","Napa",2021-05-11,2270,1350.57142857143
"13813","Napa",2021-05-12,2317,1470.28571428571
"13814","Napa",2021-05-13,2014,1489
"13815","Napa",2021-05-14,2025,1560.42857142857
"13816","Napa",2021-05-15,1105,1397.71428571429
"13817","Napa",2021-05-16,253,1212.42857142857
"13818","Napa",2021-05-17,939,1021.14285714286
"13819","Napa",2021-05-18,1131,810
"13820","Napa",2021-05-19,1020,720.428571428571
"13821","Napa",2021-05-20,675,743.285714285714
"13822","Napa",2021-05-21,547,664.142857142857
"13823","Napa",2021-05-22,478,564.142857142857
"13824","Napa",2021-05-23,413,498.857142857143
"13825","Napa",2021-05-24,385,459.428571428571
"13826","Napa",2021-05-25,431,441
"13827","Napa",2021-05-26,563,392.142857142857
"13828","Napa",2021-05-27,399,347.857142857143
"13829","Napa",2021-05-28,418,300.285714285714
"13830","Napa",2021-05-29,136,328.428571428571
"13831","Napa",2021-05-30,103,309.285714285714
"13832","Napa",2021-05-31,52,364.714285714286
"13833","Napa",2021-06-01,628,421.857142857143
"13834","Napa",2021-06-02,429,448.571428571429
"13835","Napa",2021-06-03,787,454.857142857143
"13836","Napa",2021-06-04,818,507.857142857143
"13837","Napa",2021-06-05,323,511.142857142857
"13838","Napa",2021-06-06,147,533.142857142857
"13839","Napa",2021-06-07,423,497.857142857143
"13840","Napa",2021-06-08,651,440.571428571429
"13841","Napa",2021-06-09,583,424.714285714286
"13842","Napa",2021-06-10,540,445.571428571429
"13843","Napa",2021-06-11,417,456.714285714286
"13844","Napa",2021-06-12,212,418.428571428571
"13845","Napa",2021-06-13,293,373.285714285714
"13846","Napa",2021-06-14,501,354.142857142857
"13847","Napa",2021-06-15,383,336
"13848","Napa",2021-06-16,267,321.428571428571
"13849","Napa",2021-06-17,406,287.428571428571
"13850","Napa",2021-06-18,290,239.571428571429
"13851","Napa",2021-06-19,110,239.714285714286
"13852","Napa",2021-06-20,55,252.428571428571
"13853","Napa",2021-06-21,166,220.142857142857
"13854","Napa",2021-06-22,384,214.428571428571
"13855","Napa",2021-06-23,356,212.857142857143
"13856","Napa",2021-06-24,180,215.142857142857
"13857","Napa",2021-06-25,250,219.857142857143
"13858","Napa",2021-06-26,99,225.571428571429
"13859","Napa",2021-06-27,71,201.428571428571
"13860","Napa",2021-06-28,199,200.428571428571
"13861","Napa",2021-06-29,424,189.571428571429
"13862","Napa",2021-06-30,187,186.571428571429
"13863","Napa",2021-07-01,173,177.428571428571
"13864","Napa",2021-07-02,174,162.428571428571
"13865","Napa",2021-07-03,78,151.142857142857
"13866","Napa",2021-07-04,7,148.428571428571
"13867","Napa",2021-07-05,94,149.142857142857
"13868","Napa",2021-07-06,345,153.714285714286
"13869","Napa",2021-07-07,168,154.285714285714
"13870","Napa",2021-07-08,178,162.142857142857
"13871","Napa",2021-07-09,206,171.857142857143
"13872","Napa",2021-07-10,82,165.571428571429
"13873","Napa",2021-07-11,62,166.428571428571
"13874","Napa",2021-07-12,162,170
"13875","Napa",2021-07-13,301,169.857142857143
"13876","Napa",2021-07-14,174,170.857142857143
"13877","Napa",2021-07-15,203,169.142857142857
"13878","Napa",2021-07-16,205,172.142857142857
"13879","Napa",2021-07-17,89,183.428571428571
"13880","Napa",2021-07-18,50,180.142857142857
"13881","Napa",2021-07-19,183,176
"13882","Napa",2021-07-20,380,177.571428571429
"13883","Napa",2021-07-21,151,179.857142857143
"13884","Napa",2021-07-22,174,180.142857142857
"13885","Napa",2021-07-23,216,184.714285714286
"13886","Napa",2021-07-24,105,185.857142857143
"13887","Napa",2021-07-25,52,192.285714285714
"13888","Napa",2021-07-26,215,189.857142857143
"13889","Napa",2021-07-27,388,186
"13890","Napa",2021-07-28,196,187.428571428571
"13891","Napa",2021-07-29,157,188.714285714286
"13892","Napa",2021-07-30,189,186.857142857143
"13893","Napa",2021-07-31,115,198.714285714286
"13894","Napa",2021-08-01,61,198
"13895","Napa",2021-08-02,202,207.714285714286
"13896","Napa",2021-08-03,471,217.857142857143
"13897","Napa",2021-08-04,191,221.571428571429
"13898","Napa",2021-08-05,225,220.714285714286
"13899","Napa",2021-08-06,260,224.142857142857
"13900","Napa",2021-08-07,141,251.714285714286
"13901","Napa",2021-08-08,55,257
"13902","Napa",2021-08-09,226,266.714285714286
"13903","Napa",2021-08-10,664,261.857142857143
"13904","Napa",2021-08-11,228,262.571428571429
"13905","Napa",2021-08-12,293,270
"13906","Napa",2021-08-13,226,270.571428571429
"13907","Napa",2021-08-14,146,257
"13908","Napa",2021-08-15,107,263
"13909","Napa",2021-08-16,230,263.142857142857
"13910","Napa",2021-08-17,569,278.428571428571
"13911","Napa",2021-08-18,270,284
"13912","Napa",2021-08-19,294,283.285714285714
"13913","Napa",2021-08-20,333,290.142857142857
"13914","Napa",2021-08-21,185,302.142857142857
"13915","Napa",2021-08-22,102,311
"13916","Napa",2021-08-23,278,317.571428571429
"13917","Napa",2021-08-24,653,315.714285714286
"13918","Napa",2021-08-25,332,313.285714285714
"13919","Napa",2021-08-26,340,310.714285714286
"13920","Napa",2021-08-27,320,309.571428571429
"13921","Napa",2021-08-28,168,307.285714285714
"13922","Napa",2021-08-29,84,299
"13923","Napa",2021-08-30,270,303.285714285714
"13924","Napa",2021-08-31,637,293.571428571429
"13925","Napa",2021-09-01,274,285.285714285714
"13926","Napa",2021-09-02,370,285.571428571429
"13927","Napa",2021-09-03,252,252.857142857143
"13928","Napa",2021-09-04,110,240
"13929","Napa",2021-09-05,86,235.571428571429
"13930","Napa",2021-09-06,41,240
"13931","Napa",2021-09-07,547,235.428571428571
"13932","Napa",2021-09-08,243,239.571428571429
"13933","Napa",2021-09-09,401,242
"13934","Napa",2021-09-10,220,261.142857142857
"13935","Napa",2021-09-11,139,248.857142857143
"13936","Napa",2021-09-12,103,246
"13937","Napa",2021-09-13,175,236.142857142857
"13938","Napa",2021-09-14,461,238.571428571429
"13939","Napa",2021-09-15,223,233.714285714286
"13940","Napa",2021-09-16,332,229
"13941","Napa",2021-09-17,237,234.571428571429
"13942","Napa",2021-09-18,105,224.857142857143
"13943","Napa",2021-09-19,70,215.857142857143
"13944","Napa",2021-09-20,214,204.571428571429
"13945","Napa",2021-09-21,393,221
"13946","Napa",2021-09-22,160,230.428571428571
"13947","Napa",2021-09-23,253,238.571428571429
"13948","Napa",2021-09-24,352,257.428571428571
"13949","Napa",2021-09-25,171,311.857142857143
"13950","Napa",2021-09-26,127,344.142857142857
"13951","Napa",2021-09-27,346,414.571428571429
"13952","Napa",2021-09-28,774,418.428571428571
"13953","Napa",2021-09-29,386,416
"13954","Napa",2021-09-30,746,421.428571428571
"13955","Napa",2021-10-01,379,420.714285714286
"13956","Napa",2021-10-02,154,382.714285714286
"13957","Napa",2021-10-03,165,370.285714285714
"13958","Napa",2021-10-04,341,347
"13959","Napa",2021-10-05,508,344.714285714286
"13960","Napa",2021-10-06,299,343.571428571429
"13961","Napa",2021-10-07,583,333
"13962","Napa",2021-10-08,363,372.857142857143
"13963","Napa",2021-10-09,146,428.857142857143
"13964","Napa",2021-10-10,91,426.428571428571
"13965","Napa",2021-10-11,620,415.714285714286
"13966","Napa",2021-10-12,900,409.285714285714
"13967","Napa",2021-10-13,282,407.857142857143
"13968","Napa",2021-10-14,508,411
"13969","Napa",2021-10-15,318,359.714285714286
"13970","Napa",2021-10-16,136,307
"13971","Napa",2021-10-17,113,311.857142857143
"13972","Napa",2021-10-18,261,305.714285714286
"13973","Napa",2021-10-19,531,319.428571428571
"13974","Napa",2021-10-20,316,338.285714285714
"13975","Napa",2021-10-21,465,342
"13976","Napa",2021-10-22,414,393.714285714286
"13977","Napa",2021-10-23,268,457.285714285714
"13978","Napa",2021-10-24,139,529.714285714286
"13979","Napa",2021-10-25,623,680.571428571429
"13980","Napa",2021-10-26,976,715.857142857143
"13981","Napa",2021-10-27,823,707.428571428571
"13982","Napa",2021-10-28,1521,713.142857142857
"13983","Napa",2021-10-29,661,742
"13984","Napa",2021-10-30,209,766
"13985","Napa",2021-10-31,179,750
"13986","Napa",2021-11-01,825,662.285714285714
"13987","Napa",2021-11-02,1144,681.285714285714
"13988","Napa",2021-11-03,711,702.428571428571
"13989","Napa",2021-11-04,907,696.142857142857
"13990","Napa",2021-11-05,794,670.857142857143
"13991","Napa",2021-11-06,357,658.571428571429
"13992","Napa",2021-11-07,135,683.857142857143
"13993","Napa",2021-11-08,648,690
"13994","Napa",2021-11-09,1058,677.714285714286
"13995","Napa",2021-11-10,888,722.714285714286
"13996","Napa",2021-11-11,950,723.857142857143
"13997","Napa",2021-11-12,708,747.428571428571
"13998","Napa",2021-11-13,672,713.142857142857
"13999","Napa",2021-11-14,143,670.285714285714
"14000","Napa",2021-11-15,813,635.571428571429
"14001","Napa",2021-11-16,818,634.571428571429
"14002","Napa",2021-11-17,588,576.428571428571
"14003","Napa",2021-11-18,707,576.285714285714
"14004","Napa",2021-11-19,701,525.142857142857
"14005","Napa",2021-11-20,265,NA
"14006","Napa",2021-11-21,142,NA
"14007","Napa",2021-11-22,455,NA
"14008","Nevada",2020-07-27,0,NA
"14009","Nevada",2020-07-28,0,NA
"14010","Nevada",2020-07-29,0,NA
"14011","Nevada",2020-07-30,0,0
"14012","Nevada",2020-07-31,0,0
"14013","Nevada",2020-08-01,0,0
"14014","Nevada",2020-08-02,0,0
"14015","Nevada",2020-08-03,0,0
"14016","Nevada",2020-08-04,0,0
"14017","Nevada",2020-08-05,0,0
"14018","Nevada",2020-08-06,0,0
"14019","Nevada",2020-08-07,0,0
"14020","Nevada",2020-08-08,0,0
"14021","Nevada",2020-08-09,0,0
"14022","Nevada",2020-08-10,0,0
"14023","Nevada",2020-08-11,0,0
"14024","Nevada",2020-08-12,0,0
"14025","Nevada",2020-08-13,0,0
"14026","Nevada",2020-08-14,0,0
"14027","Nevada",2020-08-15,0,0
"14028","Nevada",2020-08-16,0,0
"14029","Nevada",2020-08-17,0,0
"14030","Nevada",2020-08-18,0,0
"14031","Nevada",2020-08-19,0,0
"14032","Nevada",2020-08-20,0,0
"14033","Nevada",2020-08-21,0,0
"14034","Nevada",2020-08-22,0,0
"14035","Nevada",2020-08-23,0,0
"14036","Nevada",2020-08-24,0,0
"14037","Nevada",2020-08-25,0,0
"14038","Nevada",2020-08-26,0,0
"14039","Nevada",2020-08-27,0,0
"14040","Nevada",2020-08-28,0,0
"14041","Nevada",2020-08-29,0,0
"14042","Nevada",2020-08-30,0,0
"14043","Nevada",2020-08-31,0,0
"14044","Nevada",2020-09-01,0,0
"14045","Nevada",2020-09-02,0,0
"14046","Nevada",2020-09-03,0,0
"14047","Nevada",2020-09-05,0,0
"14048","Nevada",2020-09-07,0,0
"14049","Nevada",2020-09-08,0,0
"14050","Nevada",2020-09-09,0,0
"14051","Nevada",2020-09-10,0,0
"14052","Nevada",2020-09-11,0,0
"14053","Nevada",2020-09-12,0,0
"14054","Nevada",2020-09-13,0,0
"14055","Nevada",2020-09-14,0,0
"14056","Nevada",2020-09-15,0,0
"14057","Nevada",2020-09-16,0,0
"14058","Nevada",2020-09-17,0,0
"14059","Nevada",2020-09-18,0,0
"14060","Nevada",2020-09-19,0,0
"14061","Nevada",2020-09-20,0,0
"14062","Nevada",2020-09-21,0,0
"14063","Nevada",2020-09-22,0,0
"14064","Nevada",2020-09-23,0,0
"14065","Nevada",2020-09-24,0,0
"14066","Nevada",2020-09-26,0,0
"14067","Nevada",2020-09-27,0,0
"14068","Nevada",2020-09-28,0,0
"14069","Nevada",2020-09-29,0,0
"14070","Nevada",2020-09-30,0,0
"14071","Nevada",2020-10-01,0,0
"14072","Nevada",2020-10-02,0,0
"14073","Nevada",2020-10-03,0,0
"14074","Nevada",2020-10-04,0,0
"14075","Nevada",2020-10-05,0,0
"14076","Nevada",2020-10-06,0,0
"14077","Nevada",2020-10-07,0,0
"14078","Nevada",2020-10-08,0,0
"14079","Nevada",2020-10-09,0,0
"14080","Nevada",2020-10-10,0,0
"14081","Nevada",2020-10-11,0,0
"14082","Nevada",2020-10-12,0,0
"14083","Nevada",2020-10-13,0,0
"14084","Nevada",2020-10-14,0,0
"14085","Nevada",2020-10-15,0,0
"14086","Nevada",2020-10-16,0,0
"14087","Nevada",2020-10-17,0,0
"14088","Nevada",2020-10-18,0,0
"14089","Nevada",2020-10-19,0,0
"14090","Nevada",2020-10-20,0,0
"14091","Nevada",2020-10-21,0,0
"14092","Nevada",2020-10-22,0,0
"14093","Nevada",2020-10-23,0,0
"14094","Nevada",2020-10-24,0,0
"14095","Nevada",2020-10-25,0,0
"14096","Nevada",2020-10-26,0,0
"14097","Nevada",2020-10-27,0,0
"14098","Nevada",2020-10-28,0,0
"14099","Nevada",2020-10-29,0,0
"14100","Nevada",2020-10-30,0,0
"14101","Nevada",2020-10-31,0,0
"14102","Nevada",2020-11-01,0,0
"14103","Nevada",2020-11-02,0,0
"14104","Nevada",2020-11-03,0,0
"14105","Nevada",2020-11-04,0,0
"14106","Nevada",2020-11-05,0,0
"14107","Nevada",2020-11-06,0,0
"14108","Nevada",2020-11-07,0,0
"14109","Nevada",2020-11-08,0,0
"14110","Nevada",2020-11-09,0,0
"14111","Nevada",2020-11-10,0,0
"14112","Nevada",2020-11-11,0,0
"14113","Nevada",2020-11-12,0,0
"14114","Nevada",2020-11-13,0,0
"14115","Nevada",2020-11-14,0,0
"14116","Nevada",2020-11-15,0,0
"14117","Nevada",2020-11-16,0,0
"14118","Nevada",2020-11-17,0,0
"14119","Nevada",2020-11-18,0,0
"14120","Nevada",2020-11-19,0,0
"14121","Nevada",2020-11-20,0,0
"14122","Nevada",2020-11-21,0,0
"14123","Nevada",2020-11-22,0,0
"14124","Nevada",2020-11-23,0,0
"14125","Nevada",2020-11-24,0,0
"14126","Nevada",2020-11-25,0,0
"14127","Nevada",2020-11-26,0,0
"14128","Nevada",2020-11-27,0,0
"14129","Nevada",2020-11-28,0,0
"14130","Nevada",2020-11-29,0,0
"14131","Nevada",2020-11-30,0,0
"14132","Nevada",2020-12-01,0,0
"14133","Nevada",2020-12-02,0,0
"14134","Nevada",2020-12-03,0,0
"14135","Nevada",2020-12-04,0,0
"14136","Nevada",2020-12-05,0,0
"14137","Nevada",2020-12-06,0,0
"14138","Nevada",2020-12-07,0,0
"14139","Nevada",2020-12-08,0,0
"14140","Nevada",2020-12-09,0,0
"14141","Nevada",2020-12-10,0,0
"14142","Nevada",2020-12-12,0,0
"14143","Nevada",2020-12-13,0,0
"14144","Nevada",2020-12-14,0,0.142857142857143
"14145","Nevada",2020-12-15,0,0.285714285714286
"14146","Nevada",2021-07-04,0,0.428571428571429
"14147","Nevada",2020-09-04,1,0.857142857142857
"14148","Nevada",2020-09-25,1,2
"14149","Nevada",2020-12-11,1,11.7142857142857
"14150","Nevada",2020-12-16,3,19.2857142857143
"14151","Nevada",2020-12-17,8,21.5714285714286
"14152","Nevada",2020-12-18,68,31
"14153","Nevada",2020-12-19,53,43.4285714285714
"14154","Nevada",2020-12-20,17,78.5714285714286
"14155","Nevada",2020-12-21,67,79.7142857142857
"14156","Nevada",2020-12-22,88,70.4285714285714
"14157","Nevada",2020-12-23,249,64.4285714285714
"14158","Nevada",2020-12-24,16,74.7142857142857
"14159","Nevada",2020-12-25,3,90.5714285714286
"14160","Nevada",2020-12-26,11,93
"14161","Nevada",2020-12-27,89,70
"14162","Nevada",2020-12-28,178,74.5714285714286
"14163","Nevada",2020-12-29,105,74.7142857142857
"14164","Nevada",2020-12-30,88,73.5714285714286
"14165","Nevada",2020-12-31,48,79.7142857142857
"14166","Nevada",2021-01-01,4,65.2857142857143
"14167","Nevada",2021-01-02,3,90.8571428571429
"14168","Nevada",2021-01-03,132,92.5714285714286
"14169","Nevada",2021-01-04,77,118.285714285714
"14170","Nevada",2021-01-05,284,153.428571428571
"14171","Nevada",2021-01-06,100,162.714285714286
"14172","Nevada",2021-01-07,228,147
"14173","Nevada",2021-01-08,250,164.285714285714
"14174","Nevada",2021-01-09,68,210.714285714286
"14175","Nevada",2021-01-10,22,235.714285714286
"14176","Nevada",2021-01-11,198,239.857142857143
"14177","Nevada",2021-01-12,609,265.285714285714
"14178","Nevada",2021-01-13,275,304.571428571429
"14179","Nevada",2021-01-14,257,308.571428571429
"14180","Nevada",2021-01-15,428,304
"14181","Nevada",2021-01-16,343,256.571428571429
"14182","Nevada",2021-01-17,50,259.142857142857
"14183","Nevada",2021-01-18,166,274.285714285714
"14184","Nevada",2021-01-19,277,267.714285714286
"14185","Nevada",2021-01-20,293,247.571428571429
"14186","Nevada",2021-01-21,363,258.714285714286
"14187","Nevada",2021-01-22,382,272.857142857143
"14188","Nevada",2021-01-23,202,297.857142857143
"14189","Nevada",2021-01-24,128,325.428571428571
"14190","Nevada",2021-01-25,265,351.285714285714
"14191","Nevada",2021-01-26,452,390.714285714286
"14192","Nevada",2021-01-27,486,411.142857142857
"14193","Nevada",2021-01-28,544,410.571428571429
"14194","Nevada",2021-01-29,658,417
"14195","Nevada",2021-01-30,345,433.428571428571
"14196","Nevada",2021-01-31,124,482.857142857143
"14197","Nevada",2021-02-01,310,518.285714285714
"14198","Nevada",2021-02-02,567,578
"14199","Nevada",2021-02-03,832,575
"14200","Nevada",2021-02-04,792,604.142857142857
"14201","Nevada",2021-02-05,1076,659.857142857143
"14202","Nevada",2021-02-06,324,672.428571428571
"14203","Nevada",2021-02-07,328,653.428571428571
"14204","Nevada",2021-02-08,700,677
"14205","Nevada",2021-02-09,655,714.857142857143
"14206","Nevada",2021-02-10,699,771.714285714286
"14207","Nevada",2021-02-11,957,760.142857142857
"14208","Nevada",2021-02-12,1341,765.857142857143
"14209","Nevada",2021-02-13,722,772
"14210","Nevada",2021-02-14,247,854.428571428571
"14211","Nevada",2021-02-15,740,870.428571428571
"14212","Nevada",2021-02-16,698,847.714285714286
"14213","Nevada",2021-02-17,1276,801.428571428571
"14214","Nevada",2021-02-18,1069,785.714285714286
"14215","Nevada",2021-02-19,1182,759
"14216","Nevada",2021-02-20,398,737.714285714286
"14217","Nevada",2021-02-21,137,639
"14218","Nevada",2021-02-22,553,620.142857142857
"14219","Nevada",2021-02-23,549,645.857142857143
"14220","Nevada",2021-02-24,585,660.571428571429
"14221","Nevada",2021-02-25,937,696.285714285714
"14222","Nevada",2021-02-26,1362,747.571428571429
"14223","Nevada",2021-02-27,501,789.857142857143
"14224","Nevada",2021-02-28,387,864.285714285714
"14225","Nevada",2021-03-01,912,903.857142857143
"14226","Nevada",2021-03-02,845,897
"14227","Nevada",2021-03-03,1106,885.428571428571
"14228","Nevada",2021-03-04,1214,865.285714285714
"14229","Nevada",2021-03-05,1314,870
"14230","Nevada",2021-03-06,420,873.857142857143
"14231","Nevada",2021-03-07,246,868.571428571429
"14232","Nevada",2021-03-08,945,864.285714285714
"14233","Nevada",2021-03-09,872,905.714285714286
"14234","Nevada",2021-03-10,1069,982.428571428571
"14235","Nevada",2021-03-11,1184,972.857142857143
"14236","Nevada",2021-03-12,1604,970.571428571429
"14237","Nevada",2021-03-13,957,997.714285714286
"14238","Nevada",2021-03-14,179,995.857142857143
"14239","Nevada",2021-03-15,929,973
"14240","Nevada",2021-03-16,1062,882
"14241","Nevada",2021-03-17,1056,870
"14242","Nevada",2021-03-18,1024,855.571428571429
"14243","Nevada",2021-03-19,967,843.857142857143
"14244","Nevada",2021-03-20,873,820.142857142857
"14245","Nevada",2021-03-21,78,822.857142857143
"14246","Nevada",2021-03-22,847,816.142857142857
"14247","Nevada",2021-03-23,896,858.857142857143
"14248","Nevada",2021-03-24,1075,825.285714285714
"14249","Nevada",2021-03-25,977,844.428571428571
"14250","Nevada",2021-03-26,1266,852
"14251","Nevada",2021-03-27,638,882.857142857143
"14252","Nevada",2021-03-28,212,904.857142857143
"14253","Nevada",2021-03-29,900,952.285714285714
"14254","Nevada",2021-03-30,1112,965.428571428571
"14255","Nevada",2021-03-31,1229,918.428571428571
"14256","Nevada",2021-04-01,1309,909.571428571429
"14257","Nevada",2021-04-02,1358,924.428571428571
"14258","Nevada",2021-04-03,309,924.285714285714
"14259","Nevada",2021-04-04,150,919.428571428571
"14260","Nevada",2021-04-05,1004,921.714285714286
"14261","Nevada",2021-04-06,1111,915
"14262","Nevada",2021-04-07,1195,1000.42857142857
"14263","Nevada",2021-04-08,1325,996
"14264","Nevada",2021-04-09,1311,968.285714285714
"14265","Nevada",2021-04-10,907,940.428571428571
"14266","Nevada",2021-04-11,119,927.285714285714
"14267","Nevada",2021-04-12,810,898.714285714286
"14268","Nevada",2021-04-13,916,846
"14269","Nevada",2021-04-14,1103,746.142857142857
"14270","Nevada",2021-04-15,1125,759.285714285714
"14271","Nevada",2021-04-16,942,759.285714285714
"14272","Nevada",2021-04-17,208,745.714285714286
"14273","Nevada",2021-04-18,211,724.857142857143
"14274","Nevada",2021-04-19,810,713.571428571429
"14275","Nevada",2021-04-20,821,763.428571428571
"14276","Nevada",2021-04-21,957,814.285714285714
"14277","Nevada",2021-04-22,1046,804.285714285714
